,Papel,Tipo,Empresa,Setor,Subsetor,Cotacao,Data_ult_cot,Min_52_sem,Max_52_sem,Vol_med_2m,Valor_de_mercado,Valor_da_firma,Ult_balanco_processado,Nro_Acoes,PL,PVP,PEBIT,PSR,PAtivos,PCap_Giro,PAtiv_Circ_Liq,Div_Yield,EV_EBITDA,EV_EBIT,Cres_Rec_5a,LPA,VPA,Marg_Bruta,Marg_EBIT,Marg_Liquida,EBIT_Ativo,ROIC,ROE,Liquidez_Corr,Div_Br_Patrim,Giro_Ativos,Ativo,Disponibilidades,Ativo_Circulante,Div_Bruta,Div_Liquida,Patrim_Liq,Receita_Liquida_12m,EBIT_12m,Lucro_Liquido_12m,Receita_Liquida_3m,EBIT_3m,Lucro_Liquido_3m,Cart_de_Credito,Depositos,Result_Int_Financ_12m,Rec_Servicos_12m,Result_Int_Financ_3m,Rec_Servicos_3m
AELP3,AELP3,ON,AES ELPA ON,Energia Elétrica,Energia Elétrica,1.93,2018-09-05,0.00,0.00,0,181318000,172188000,2018-06-30,93947000,849,-20057,-1258,-006,522,-,-,0.0%,-1198,-1194,1.2%,023,-001,0.5%,0.5%,-0.7%,-41.5%,-,-2363.8%,-,-,-8397,34762000,9130000,10934000,0,-9130000,-904000,-2919120000,-14417000,21369000,0,-270000,-131000,,,,,,
AERI3,AERI3,ON NM,AERIS ON NM,Máquinas e Equipamentos,Máq. e Equip. Industriais,6.08,2022-01-25,5.80,12.45,14953000,4658580000,5193200000,2021-09-30,766213000,6983,458,2649,176,157,341,-27791,0.0%,2492,2953,-,009,133,10.0%,6.6%,2.5%,5.9%,10.3%,6.6%,340,142,089,2970180000,905055000,1936460000,1439680000,534626000,1016960000,2647010000,175892000,66710000,629365000,47985000,9315000,,,,,,
AESB3,AESB3,ON NM,AES BRASIL ON NM,Energia Elétrica,Energia Elétrica,11.66,2022-01-25,10.24,17.40,12658900,5737960000,10939000000,2021-09-30,492106000,1287,258,6514,469,053,102684,-086,1.6%,12418,12418,-,091,452,16.8%,7.2%,36.4%,0.8%,0.9%,20.0%,100,267,011,10919000000,731674000,1215190000,5932720000,5201040000,2223480000,1223130000,88090000,445672000,661705000,-39433000,422475000,,,,,,
AESL3,AESL3,ON,AES SUL DISTRIB. GAÚCHA DE ENERGIA S.A. ON,Energia Elétrica,Energia Elétrica,10081.90,2005-04-06,0.00,0.00,0,11346400000,16234300000,2021-09-30,1125430,1332,269,681,111,073,1028,-147,0.0%,803,975,36.1%,75683,375208,22.0%,16.3%,8.3%,10.8%,12.3%,20.2%,145,132,066,15488000000,697907000,3554120000,5585780000,4887870000,4222700000,10233900000,1665160000,851751000,3074290000,532769000,278030000,,,,,,
AESL4,AESL4,PN,AES SUL DISTRIB. GAÚCHA DE ENERGIA S.A. PN,Energia Elétrica,Energia Elétrica,10081.90,2005-04-06,0.00,0.00,0,11346400000,16234300000,2021-09-30,1125430,1332,269,681,111,073,1028,-147,0.0%,803,975,36.1%,75683,375208,22.0%,16.3%,8.3%,10.8%,12.3%,20.2%,145,132,066,15488000000,697907000,3554120000,5585780000,4887870000,4222700000,10233900000,1665160000,851751000,3074290000,532769000,278030000,,,,,,
AFLT3,AFLT3,ON,AFLUENTE T ON,Energia Elétrica,Energia Elétrica,8.68,2022-01-25,8.06,10.65,4387,547578000,528407000,2021-09-30,63085000,2780,306,2747,1409,279,1240,1737,7.3%,2640,2651,10.8%,031,283,67.4%,51.3%,50.7%,10.1%,11.4%,11.0%,963,000,020,196426000,19758000,49277000,587000,-19171000,178674000,38869000,19931000,19697000,11699000,7291000,6936000,,,,,,
AFLU3,AFLU3,ON,AFLUENTE ON,Energia Elétrica,Energia Elétrica,5.15,2017-11-22,0.00,0.00,0,96912700,86138700,2017-09-30,18818000,915,219,852,298,192,986,1221,0.0%,724,757,8.6%,056,235,37.7%,35.0%,32.6%,22.5%,31.2%,23.9%,327,-,064,50489000,10774000,14159000,0,-10774000,44270000,32511000,11372000,10594000,7595000,2907000,2746000,,,,,,
AFLU5,AFLU5,PNA,AFLUENTE PNA,Energia Elétrica,Energia Elétrica,5.03,2017-11-23,0.00,0.00,0,94654500,83880500,2017-09-30,18818000,893,214,832,291,187,963,1192,0.0%,705,738,8.6%,056,235,37.7%,35.0%,32.6%,22.5%,31.2%,23.9%,327,-,064,50489000,10774000,14159000,0,-10774000,44270000,32511000,11372000,10594000,7595000,2907000,2746000,,,,,,
AGEI3,AGEI3,ON NM,AGRE EMP IMOB ON NM,Construção Civil,Incorporações,7.80,2010-06-11,0.00,0.00,0,2340000000,3961640000,2010-03-31,300000000,000,125,-,-,047,139,-1259,0.0%,-,-,-,000,626,-,-,-,0.0%,-,-,245,101,-,4980790000,269053000,2845090000,1890700000,1621640000,1878210000,0,0,0,508533000,106741000,43755000,,,,,,
AGEN33,AGEN33,DR3,Agrenco DR3,Comércio e Distribuição,Alimentos,0.16,2013-08-05,0.00,0.00,0,38833000,1263120000,2012-12-31,242706000,039,-003,011,-,007,-017,-002,0.0%,361,373,-87.0%,041,-458,-,-,0.0%,57.9%,87.7%,-8.9%,009,-111,-,585864000,8586000,21659000,1232870000,1224290000,-1112630000,0,338972000,98514000,-10805000,792753000,874516000,,,,,,
AGIN3,AGIN3,ON NM,Agra Incorp ON NM,Construção Civil,Incorporações,5.29,2010-02-11,0.00,0.00,0,1265880000,1702120000,2010-03-31,239297000,846,123,1092,182,056,129,355,0.0%,1468,1468,44.2%,063,430,34.4%,16.6%,21.8%,5.2%,5.6%,14.6%,272,055,031,2241940000,129746000,1554420000,565989000,436243000,1028210000,697139000,115929000,149671000,205042000,39569000,28106000,,,,,,
AGRO3,AGRO3,ON NM,BRASILAGRO ON NM,Agropecuária,Agricultura,26.73,2022-01-25,19.76,32.85,16196500,2736540000,2342390000,2021-09-30,102377000,745,118,559,186,077,223,393,9.8%,346,479,49.0%,359,2271,38.6%,33.2%,24.9%,13.7%,23.3%,15.8%,272,034,041,3569020000,1192780000,1940570000,798628000,-394148000,2324940000,1472530000,489195000,367393000,532691000,132424000,125401000,,,,,,
AGXY3,AGXY3,ON NM,AGROGALAXY ON NM,Agropecuária,Agricultura,10.39,2022-01-25,7.00,10.80,810098,1774870000,2528620000,2021-09-30,170825000,1953,130,1020,031,030,274,4396,0.0%,1012,1453,-,053,799,12.3%,3.0%,1.4%,2.9%,6.0%,6.7%,116,098,096,5967490000,585217000,4636450000,1338960000,753744000,1364840000,5711550000,174078000,90857000,1844780000,108057000,70969000,,,,,,
AHEB3,AHEB3,ON,PARQUE ANHEMBI ON,Viagens e Lazer,Produção de Eventos e Shows,27.50,2022-01-05,20.00,28.90,4480,234960000,228308000,2021-09-30,8544000,-388,-489,-591,123,083,-336,-088,0.0%,-720,-574,33.1%,-708,-563,22.6%,-20.8%,-31.7%,-14.1%,-15.0%,125.9%,047,-,068,281956000,6652000,62756000,0,-6652000,-48063000,191074000,-39746000,-60533000,48211000,-1077000,-5379000,,,,,,
AHEB5,AHEB5,PNA,PARQUE ANHEMBI PNA,Viagens e Lazer,Produção de Eventos e Shows,22.00,2021-12-30,18.00,25.50,115,187968000,181316000,2021-09-30,8544000,-311,-391,-473,098,067,-269,-070,0.0%,-572,-456,33.1%,-708,-563,22.6%,-20.8%,-31.7%,-14.1%,-15.0%,125.9%,047,-,068,281956000,6652000,62756000,0,-6652000,-48063000,191074000,-39746000,-60533000,48211000,-1077000,-5379000,,,,,,
AHEB6,AHEB6,PNB,PARQUE ANHEMBI PNB,Viagens e Lazer,Produção de Eventos e Shows,51.50,2021-06-22,22.00,51.50,0,440016000,433364000,2021-09-30,8544000,-727,-915,-1107,230,156,-630,-165,0.0%,-1367,-1090,33.1%,-708,-563,22.6%,-20.8%,-31.7%,-14.1%,-15.0%,125.9%,047,-,068,281956000,6652000,62756000,0,-6652000,-48063000,191074000,-39746000,-60533000,48211000,-1077000,-5379000,,,,,,
ALBA3,ALBA3,ON,DANA-ALBARUS S/A INDÚSTRIA E COMÉRCIO ON,,,2.15,2005-07-27,0.00,0.00,0,0,-88192000,2005-03-31,0,000,000,-,-,-,-,-,0.0%,-127,-127,14.7%,000,000,19.8%,9.5%,9.6%,14.3%,20.4%,19.8%,183,003,151,482874000,98390000,234008000,10198000,-88192000,354860000,729278000,69267000,70162000,117774000,14560000,15369000,,,,,,
ALLD3,ALLD3,ON NM,ALLIED ON NM,Comércio,Eletrodomésticos,15.89,2022-01-25,14.32,37.14,3052590,1481280000,1424170000,2021-09-30,93220600,436,097,403,026,036,155,388,4.7%,328,388,-,365,1634,15.4%,6.4%,5.9%,8.8%,19.4%,22.3%,147,027,138,4150470000,461119000,3008500000,404018000,-57101000,1523640000,5737580000,367125000,340115000,1426530000,87709000,68442000,,,,,,
ALLL11,ALLL11,UNT,RUMO S.A. UNT,Transporte,Transporte Ferroviário,16.50,2010-10-21,0.00,0.00,0,6118720000,17601300000,2021-09-30,1854160000,1141,040,329,081,013,085,-031,0.0%,485,946,8.4%,145,4101,31.1%,24.5%,7.2%,4.0%,5.0%,3.5%,294,130,016,46221700000,8343390000,10880400000,19825900000,11482500000,15208900000,7589380000,1861000000,536374000,1965570000,439453000,51039000,,,,,,
ALLL3,ALLL3,ON,RUMO S.A. ON,Transporte,Transporte Ferroviário,3.97,2015-03-31,0.00,0.00,0,7361010000,18843600000,2021-09-30,1854160000,1372,048,396,097,016,103,-037,0.0%,519,1013,8.4%,029,820,31.1%,24.5%,7.2%,4.0%,5.0%,3.5%,294,130,016,46221700000,8343390000,10880400000,19825900000,11482500000,15208900000,7589380000,1861000000,536374000,1965570000,439453000,51039000,,,,,,
ALLL4,ALLL4,PN,RUMO S.A. PN,Transporte,Transporte Ferroviário,3.32,2010-10-21,0.00,0.00,0,6155810000,17638400000,2021-09-30,1854160000,1148,040,331,081,013,086,-031,0.0%,486,948,8.4%,029,820,31.1%,24.5%,7.2%,4.0%,5.0%,3.5%,294,130,016,46221700000,8343390000,10880400000,19825900000,11482500000,15208900000,7589380000,1861000000,536374000,1965570000,439453000,51039000,,,,,,
ALPA3,ALPA3,ON N1,ALPARGATAS ON N1,"Tecidos, Vestuário e Calçados",Calçados,25.00,2022-01-25,25.00,52.15,86994,14701600000,14035300000,2021-09-30,588062000,3271,441,1782,363,275,921,1372,1.6%,1427,1701,-0.1%,076,567,53.4%,20.4%,11.1%,15.5%,20.9%,13.5%,213,007,076,5337620000,914682000,3010840000,248435000,-666247000,3335250000,4052820000,824907000,449497000,1062940000,172147000,156321000,,,,,,
ALPA4,ALPA4,PN N1,ALPARGATAS PN N1,"Tecidos, Vestuário e Calçados",Calçados,28.29,2022-01-25,28.29,60.58,90142000,16636300000,15970000000,2021-09-30,588062000,3701,499,2017,410,312,1042,1552,1.5%,1623,1936,-0.1%,076,567,53.4%,20.4%,11.1%,15.5%,20.9%,13.5%,213,007,076,5337620000,914682000,3010840000,248435000,-666247000,3335250000,4052820000,824907000,449497000,1062940000,172147000,156321000,,,,,,
ALPK3,ALPK3,ON NM,ESTAPAR ON NM,Serviços Diversos,Serviços Diversos,4.05,2022-01-25,3.94,8.89,78872,847388000,2252790000,2021-09-30,209232000,-447,168,1180,112,033,-158,-046,0.0%,719,3137,-,-091,241,24.2%,9.5%,-25.0%,2.8%,3.0%,-37.6%,031,291,029,2600060000,64826000,238901000,1470230000,1405400000,504587000,754403000,71815000,-189488000,228674000,2765000,-48224000,,,,,,
ALSC3,ALSC3,ON NM,ALIANSCE ON NM,Exploração de Imóveis,Exploração de Imóveis,27.75,2019-08-05,18.48,28.35,0,5694240000,5153060000,2019-06-30,205198000,3857,220,1933,1072,120,941,-422,1.0%,1408,1749,2.3%,072,1264,75.7%,55.5%,29.3%,6.2%,7.0%,5.7%,539,-,011,4738200000,541181000,742653000,0,-541181000,2593960000,531336000,294627000,147628000,133372000,77253000,37311000,,,,,,
ALSO3,ALSO3,ON,ALIANSCSONAE ON,Exploração de Imóveis,Exploração de Imóveis,22.12,2022-01-25,18.08,32.07,32309000,5878900000,6745090000,2021-09-30,265773000,3576,088,1545,670,053,479,-369,1.0%,1181,1772,31.7%,062,2519,66.4%,43.4%,22.6%,3.4%,3.9%,2.5%,318,032,008,11136900000,1307810000,1788760000,2174000000,866188000,6693810000,877645000,380551000,164410000,239454000,116956000,60584000,,,,,,
ALUP11,ALUP11,UNT N2,ALUPAR UNT N2,Energia Elétrica,Energia Elétrica,24.60,2022-01-25,22.45,28.15,22864700,7208710000,15161400000,2021-09-30,879111000,513,109,156,111,029,415,-069,3.4%,318,327,50.1%,480,2254,72.9%,71.1%,43.0%,18.9%,20.3%,21.3%,185,143,027,24502300000,1494620000,3773840000,9447340000,7952720000,6603890000,6511790000,4629540000,1405690000,1167650000,810416000,240316000,,,,,,
ALUP3,ALUP3,ON N2,ALUPAR ON N2,Energia Elétrica,Energia Elétrica,8.15,2022-01-25,7.64,9.31,91706,7164750000,15117500000,2021-09-30,879111000,510,108,155,110,029,413,-069,3.4%,317,327,50.1%,160,751,72.9%,71.1%,43.0%,18.9%,20.3%,21.3%,185,143,027,24502300000,1494620000,3773840000,9447340000,7952720000,6603890000,6511790000,4629540000,1405690000,1167650000,810416000,240316000,,,,,,
ALUP4,ALUP4,PN N2,ALUPAR PN N2,Energia Elétrica,Energia Elétrica,8.14,2022-01-25,7.37,9.54,112974,7155960000,15108700000,2021-09-30,879111000,509,108,155,110,029,412,-069,3.4%,317,326,50.1%,160,751,72.9%,71.1%,43.0%,18.9%,20.3%,21.3%,185,143,027,24502300000,1494620000,3773840000,9447340000,7952720000,6603890000,6511790000,4629540000,1405690000,1167650000,810416000,240316000,,,,,,
AMAR3,AMAR3,ON NM,LOJAS MARISA ON NM,Comércio,"Tecidos, Vestuário e Calçados",3.27,2022-01-25,2.88,8.58,27640800,855651000,2073830000,2021-09-30,261667000,-878,092,338,035,025,346,-119,0.0%,385,820,-5.3%,-037,356,45.2%,10.4%,0.4%,7.5%,9.8%,-10.5%,117,160,072,3370920000,275437000,1719450000,1493620000,1218180000,931310000,2433780000,252901000,-97406000,654613000,70588000,44379000,,,,,,
AMBP3,AMBP3,ON NM,AMBIPAR ON NM,Água e Saneamento,Água e Saneamento,36.47,2022-01-25,20.93,69.45,34921000,4118780000,5653280000,2021-09-30,112936000,3042,350,1689,282,087,549,-237,0.3%,1490,2318,-,120,1042,21.3%,16.7%,9.8%,5.2%,6.8%,11.5%,182,213,031,4715590000,967179000,1662100000,2501680000,1534500000,1176380000,1460550000,243918000,135384000,615982000,87692000,38055000,,,,,,
AMBV3,AMBV3,ON,AMBEV ON,,,87.00,2013-11-08,0.00,0.00,0,272509000000,270108000000,2013-09-30,3132290000,2665,876,2059,805,527,14435,-3780,0.0%,1839,2041,21.7%,326,993,67.3%,39.1%,30.8%,25.6%,32.4%,32.9%,118,010,065,51753300000,5400380000,12387600000,2999700000,-2400670000,31105700000,33872400000,13235800000,10226600000,8462600000,3289290000,2280250000,,,,,,
AMBV4,AMBV4,PN,AMBEV PN,,,86.80,2013-11-08,0.00,0.00,0,271883000000,269482000000,2013-09-30,3132290000,2659,874,2054,803,525,14402,-3772,0.0%,1835,2036,21.7%,326,993,67.3%,39.1%,30.8%,25.6%,32.4%,32.9%,118,010,065,51753300000,5400380000,12387600000,2999700000,-2400670000,31105700000,33872400000,13235800000,10226600000,8462600000,3289290000,2280250000,,,,,,
AMER3,AMER3,ON,AMERICANAS ON,Comércio,Produtos Diversos,35.30,2022-01-25,26.67,90.39,227218000,31902800000,35562400000,2021-09-30,903761000,45738,204,5002,188,074,314,-1044,0.0%,2209,5576,19.8%,008,1733,29.8%,3.8%,0.4%,1.5%,2.5%,0.4%,170,085,039,43332000000,9708440000,24612600000,13368100000,3659680000,15663400000,16929900000,637753000,69751000,6277260000,311215000,240551000,,,,,,
AMIL3,AMIL3,ON NM,AMIL ON NM,Serv.Méd.Hospit. Análises e Diagnósticos,Serv.Méd.Hospit. Análises e Diagnósticos,32.20,2013-05-08,0.00,0.00,0,11809200000,11984900000,2012-12-31,366746000,-7328,770,13658,113,200,-1695,-543,0.0%,5013,13861,28.5%,-044,418,24.6%,0.8%,-1.5%,1.5%,2.2%,-10.5%,075,124,178,5894980000,1726890000,2144060000,1902520000,175634000,1532980000,10464300000,86463900,-161157000,-3575400000,-630076000,-459699000,,,,,,
AMPI3,AMPI3,ON,AMPLA INVEST ON,Energia Elétrica,Energia Elétrica,55.00,2012-04-17,0.00,0.00,0,660000000,1339020000,2012-03-31,12000000000,1241,274,098,025,018,568,-068,0.0%,173,199,14.1%,443,2007,29.3%,25.2%,15.1%,18.1%,21.2%,22.1%,112,448,072,3725550000,400767000,1057140000,1079790000,679019000,240799000,2676370000,673913000,53200000,683601000,184938000,17031000,,,,,,
ANIM3,ANIM3,ON NM,ANIMA ON NM,Diversos,Serviços Educacionais,7.74,2022-01-25,6.60,14.30,26912400,3125950000,7517090000,2021-09-30,403869000,8893,121,1002,142,030,823,-051,0.0%,1196,2410,19.4%,009,638,55.2%,14.2%,1.8%,3.0%,3.3%,1.4%,131,200,021,10317000000,759471000,1615160000,5150610000,4391140000,2577160000,2194550000,311942000,35151000,816681000,93477000,13184000,,,,,,
APER3,APER3,ON,ALPER S.A. ON,Previdência e Seguros,Corretoras de Seguros,31.30,2022-01-25,26.52,60.48,1789600,476762000,373955000,2021-09-30,15232000,-297976,162,-813,373,097,685,-946,0.0%,-861,-637,6.6%,-001,1928,50.7%,-45.9%,-0.3%,-12.0%,-15.5%,-0.1%,192,-,026,489799000,102807000,145415000,0,-102807000,293651000,127872000,-58676000,-160000,35974000,145000,571000,,,,,,
APTI4,APTI4,PN,ALIPERTI PN,Agropecuária,Agricultura,3500.00,2018-08-01,0.00,0.00,0,66500000,60937000,2021-09-30,19000,-659,026,-407,268,015,072,-110,0.0%,-434,-373,-8.1%,-53126,1329990,89.8%,-65.9%,-38.7%,-3.6%,-4.0%,-4.0%,285,017,005,455200000,48211000,141360000,42648000,-5563000,252699000,24798000,-16333000,-10094000,5507000,-4439000,-5446000,,,,,,
ARCE3,ARCE3,ON N1,BELGO ON N1,,,54.00,2007-06-18,0.00,0.00,0,35153600000,35861100000,2007-03-31,650993000,1401,260,889,246,173,1133,10203,0.0%,907,907,48.5%,385,2073,34.6%,27.7%,19.5%,19.4%,22.0%,18.6%,197,017,070,20363800000,1595250000,6311310000,2302700000,707458000,13495400000,14282500000,3955670000,2508410000,3510800000,986575000,560150000,,,,,,
ARCZ3,ARCZ3,ON N1,ARACRUZ CELULOSE SA ON N1,Madeira e Papel,Papel e Celulose,3.66,2009-11-17,0.00,0.00,0,3779150000,11206000000,2009-09-30,1032550000,-188,195,950,110,037,153,-084,0.0%,2818,2818,0.8%,-195,187,20.7%,11.5%,-58.0%,3.9%,4.0%,-104.0%,286,392,034,10244000000,160125000,3802000000,7586980000,7426860000,1934210000,3446980000,397704000,-2011130000,690278000,57245000,363687000,,,,,,
ARCZ6,ARCZ6,PNB N1,ARACRUZ CELULOSE SA PNB N1,Madeira e Papel,Papel e Celulose,3.63,2009-11-17,0.00,0.00,0,3748170000,11175000000,2009-09-30,1032550000,-186,194,942,109,037,152,-084,0.0%,2810,2810,0.8%,-195,187,20.7%,11.5%,-58.0%,3.9%,4.0%,-104.0%,286,392,034,10244000000,160125000,3802000000,7586980000,7426860000,1934210000,3446980000,397704000,-2011130000,690278000,57245000,363687000,,,,,,
ARLA3,ARLA3,ON,ARTHUR LANGE ON,,,2.47,2009-09-18,0.00,0.00,0,11016200,35927200,2008-03-31,4460000,-162,-045,-492,156,032,-022,-021,0.0%,-1606,-1606,-47.5%,-153,-545,-12.8%,-31.7%,-96.6%,-6.6%,-13.7%,28.0%,010,-102,021,34087000,1000,5753000,24912000,24911000,-24319000,7053000,-2237000,-6810000,257000,-1807000,-3449000,,,,,,
ARLA4,ARLA4,PN,ARTHUR LANGE PN,,,3.38,2009-09-17,0.00,0.00,0,15074800,39985800,2008-03-31,4460000,-221,-062,-674,214,044,-031,-029,0.0%,-1787,-1787,-47.5%,-153,-545,-12.8%,-31.7%,-96.6%,-6.6%,-13.7%,28.0%,010,-102,021,34087000,1000,5753000,24912000,24911000,-24319000,7053000,-2237000,-6810000,257000,-1807000,-3449000,,,,,,
ARML3,ARML3,ON NM,ARMAC ON NM,Diversos,Aluguel de carros,20.83,2022-01-25,18.96,26.74,18713000,7202170000,7032500000,2021-09-30,345760000,000,650,-,-,368,870,3821,0.0%,-,-,-,000,321,-,-,-,0.0%,-,-,493,065,-,1958980000,892411000,1038990000,722739000,-169672000,1108480000,0,0,0,99346000,28381000,13676000,,,,,,
ARPS3,ARPS3,ON,DOUAT CIA TEXTIL ON,,,0.30,2002-04-03,0.00,0.00,0,0,15418000,2004-06-30,0,000,000,-,-,-,-,-,0.0%,-1408,-1408,-17.5%,000,000,12.9%,-4.9%,-11.6%,-5.5%,-6.6%,20.3%,091,-124,112,19854000,301000,10137000,15719000,15418000,-12690000,22262000,-1095000,-2581000,5195000,521000,-823000,,,,,,
ARPS4,ARPS4,PN,DOUAT CIA TEXTIL PN,,,0.00,1899-12-30,0.00,0.00,0,0,15418000,2004-06-30,0,000,000,-,-,-,-,-,0.0%,-1408,-1408,-17.5%,000,000,12.9%,-4.9%,-11.6%,-5.5%,-6.6%,20.3%,091,-124,112,19854000,301000,10137000,15719000,15418000,-12690000,22262000,-1095000,-2581000,5195000,521000,-823000,,,,,,
ARTE3,ARTE3,ON,KUALA S.A. ON,,,7.70,2006-05-15,0.00,0.00,0,1216600,36734600,2006-03-31,158000,-004,-004,-052,-,010,-,-,0.0%,-1585,-1585,-64.3%,-21863,-21247,-,-,0.0%,-19.6%,-,102.9%,-,-,-,11856000,4652000,8381000,40170000,35518000,-33570000,0,-2318000,-34544000,0,-927000,-406000,,,,,,
ARTE4,ARTE4,PN,KUALA S.A. PN,,,6.81,2006-06-26,0.00,0.00,0,1075980,36594000,2006-03-31,158000,-003,-003,-046,-,009,-,-,0.0%,-1579,-1579,-64.3%,-21863,-21247,-,-,0.0%,-19.6%,-,102.9%,-,-,-,11856000,4652000,8381000,40170000,35518000,-33570000,0,-2318000,-34544000,0,-927000,-406000,,,,,,
ARTR3,ARTR3,ON,ARTERIS ON,Transporte,Exploração de Rodovias,10.01,2016-06-16,0.00,0.00,0,5754540000,13622600000,2021-09-30,574879000,-8694,088,969,141,034,-478,-063,0.0%,868,2294,-0.2%,-012,1141,19.6%,14.6%,-1.9%,3.5%,3.7%,-1.0%,053,136,024,17106600000,1063140000,1344120000,8931220000,7868080000,6560830000,4079490000,593812000,-66188000,1166330000,177014000,-13337000,,,,,,
ARZZ3,ARZZ3,ON NM,AREZZO CO ON NM,Comércio,"Tecidos, Vestuário e Calçados",77.70,2022-01-25,64.78,100.07,69006400,7744440000,8015490000,2021-09-30,99671000,2440,501,2747,313,248,1824,-9491,1.2%,2120,2843,12.6%,318,1552,51.1%,11.4%,12.8%,9.0%,11.9%,20.5%,140,037,079,3125240000,297205000,1495470000,568258000,271053000,1546530000,2475490000,281901000,317364000,777949000,100573000,78044000,,,,,,
ASAI3,ASAI3,ON NM,ASSAI ON NM,Comércio e Distribuição,Alimentos,12.30,2022-01-25,11.30,19.45,131638000,16564300000,21846300000,2021-09-30,1346690000,936,690,766,065,080,-5792,-175,0.9%,994,1010,-,131,178,12.4%,8.5%,7.1%,10.4%,17.2%,73.6%,097,340,122,20769000000,2881000000,8881000000,8163000000,5282000000,2402000000,25402000000,2163000000,1769000000,10845000000,949000000,538000000,,,,,,
ASSM3,ASSM3,ON,HOTEIS ELDORADO ON,,,7.12,2007-07-20,0.00,0.00,0,1687440,7017440,2007-03-31,237000,033,-017,047,-975,015,-023,-009,0.0%,195,195,-8.8%,2128,-4195,-1091.3%,-2084.4%,-2915.6%,33.1%,35.4%,-50.7%,021,-056,-002,10910000,273000,1902000,5603000,5330000,-9943000,-173000,3606000,5044000,1841000,-19000,-193000,,,,,,
ASSM4,ASSM4,PN,HOTEIS ELDORADO PN,,,6.10,2006-09-26,0.00,0.00,0,1445700,6775700,2007-03-31,237000,029,-015,040,-836,013,-020,-008,0.0%,188,188,-8.8%,2128,-4195,-1091.3%,-2084.4%,-2915.6%,33.1%,35.4%,-50.7%,021,-056,-002,10910000,273000,1902000,5603000,5330000,-9943000,-173000,3606000,5044000,1841000,-19000,-193000,,,,,,
ASTA4,ASTA4,PN,SANTISTA TÊXTIL S.A. PN,,,25.83,2007-11-26,0.00,0.00,0,516600000,861670000,2007-09-30,20000000,-3079,100,1990,065,045,257,-330,0.0%,3320,3320,-4.7%,-084,2578,16.0%,3.3%,-2.1%,2.2%,2.5%,-3.3%,171,085,068,1157210000,93392000,485059000,438462000,345070000,515672000,792480000,25954000,-16778000,212565000,6645000,-973000,,,,,,
ATMP3,ATMP3,ON,ATMASA ON,Serviços Diversos,Serviços Diversos,2.99,2022-01-25,2.30,12.53,151449,79862900,360667000,2021-09-30,26710000,-078,042,-506,008,005,-017,-007,0.0%,267,-2283,-15.2%,-383,720,7.6%,-1.5%,-9.7%,-0.9%,-1.1%,-53.2%,044,166,062,1705860000,37962000,358170000,318766000,280804000,192398000,1052260000,-15795000,-102277000,257648000,-1541000,-19096000,,,,,,
ATOM3,ATOM3,ON,ATOMPAR ON,Outros,Outros,3.19,2022-01-25,2.61,11.30,173918,66667800,51186800,2021-09-30,20899000,870,373,1034,220,245,256,385,9.4%,785,794,106.6%,037,085,100.0%,21.3%,25.2%,23.7%,55.9%,42.9%,4694,-,112,27186000,15481000,26615000,0,-15481000,17865000,30341000,6449000,7660000,5106000,-115000,102000,,,,,,
AURA33,AURA33,DR3,AURA 360 DR3,Mineração,Minerais Metálicos,51.00,2022-01-25,40.88,66.37,4691430,3607870000,3555980000,2021-09-30,70742500,1163,240,555,212,113,468,-1645,12.9%,547,547,37.7%,439,2122,43.4%,38.2%,18.2%,20.5%,34.2%,20.7%,212,056,054,3179280000,898496000,1458830000,846607000,-51889000,1501160000,1703510000,650526000,310218000,525382000,162302000,-76195000,,,,,,
AUTM3,AUTM3,ON NM,AUTOMETAL ON NM,Material de Transporte,Material Rodoviário,19.70,2014-10-13,0.00,0.00,0,2477650000,3005040000,2014-06-30,125769000,2000,190,678,071,055,408,-242,0.0%,899,822,28.2%,098,1037,20.5%,10.5%,4.3%,8.1%,11.9%,9.5%,148,097,077,4529000000,738768000,1882190000,1266160000,527394000,1304250000,3492750000,365581000,123852000,938954000,87239000,28276000,,,,,,
AVIL3,AVIL3,ON,ACOS VILLARES ON,Siderurgia e Metalurgia,Siderurgia,0.93,2011-02-04,0.00,0.00,0,4598210000,4322070000,2010-09-30,4944310000,1297,416,1000,234,223,389,902,0.0%,940,940,1.7%,007,022,29.2%,23.4%,18.0%,22.3%,41.0%,32.0%,514,052,095,2064700000,855863000,1467810000,579728000,-276135000,1106590000,1966690000,459907000,354481000,560666000,128553000,102991000,,,,,,
AVLL3,AVLL3,ON NM,ALPHAVILLE ON NM,Construção Civil,Incorporações,30.90,2022-01-25,18.00,31.94,172948,692648000,1460810000,2021-09-30,22415800,-135,512,-704,240,035,790,-064,0.0%,-1688,-1484,-,-2283,604,0.1%,-34.1%,-135.9%,-5.0%,-5.8%,-378.1%,113,694,015,1971960000,170962000,749627000,939125000,768163000,135329000,288995000,-98434000,-511700000,33036000,-50853000,-110094000,,,,,,
AZEV3,AZEV3,ON,AZEVEDO & TRAVASSOS ON,Construção e Engenharia,Construção Pesada,4.23,2022-01-25,3.51,8.23,276024,230324000,171597000,2021-09-30,54450000,246,517,-1266,511,135,329,-616,0.0%,-975,-943,-37.8%,172,082,9.8%,-40.4%,207.6%,-10.7%,-17.2%,209.7%,484,-,026,170210000,58727000,88265000,0,-58727000,44584000,45031000,-18190000,93479000,9539000,-8449000,-37117000,,,,,,
